offense_id,incident_id,crime_head,mo_text,mo_signature,severity_weight
OFF000965,INC000964,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000966,INC000965,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a on foot.,none,8
OFF000967,INC000966,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were away.,none,15
OFF000968,INC000967,Rape,Offense recorded under Rape.,none,85
OFF000969,INC000968,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000970,INC000969,Burglary,Accused gained entry through the rear window and removed a bag of valuables from the premises while occupants were away.,none,15
OFF000971,INC000970,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000972,INC000971,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a on foot.,none,8
OFF000973,INC000972,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000974,INC000973,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a bicycle.,none,8
OFF000975,INC000974,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000976,INC000975,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000977,INC000976,Rape,Offense recorded under Rape.,none,85
OFF000978,INC000977,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000979,INC000978,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF000980,INC000979,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF000981,INC000980,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000982,INC000981,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a on foot.,none,8
OFF000983,INC000982,Burglary,Accused gained entry through the unlocked back door and removed cash and electronics from the premises while occupants were at work.,none,15
OFF000984,INC000983,Burglary,Accused gained entry through the rear window and removed a bag of valuables from the premises while occupants were away.,none,15
OFF000985,INC000984,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000986,INC000985,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a on foot.,none,8
OFF000987,INC000986,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000988,INC000987,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000989,INC000988,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a bicycle.,none,8
OFF000990,INC000989,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000991,INC000990,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a bicycle.,none,8
OFF000992,INC000991,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a on foot.,none,8
OFF000993,INC000992,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a on foot.,none,8
OFF000994,INC000993,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000995,INC000994,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000996,INC000995,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000997,INC000996,Dacoity,Offense recorded under Dacoity.,none,60
OFF000998,INC000997,Burglary,Accused gained entry through the kitchen ventilator and removed a laptop from the premises while occupants were asleep.,none,15
OFF000999,INC000998,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF001000,INC000999,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001001,INC001000,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001002,INC001001,Burglary,Accused gained entry through the rear window and removed cash and electronics from the premises while occupants were asleep.,none,15
OFF001003,INC001002,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over an old debt, causing injury with a iron rod.",none,35
OFF001004,INC001003,Rape,Offense recorded under Rape.,none,85
OFF001005,INC001004,Burglary,Accused gained entry through the compound wall and removed cash and electronics from the premises while occupants were away.,none,15
OFF001006,INC001005,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a bicycle.,none,8
OFF001007,INC001006,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF001008,INC001007,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001009,INC001008,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001010,INC001009,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a on foot.,none,8
OFF001011,INC001010,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001012,INC001011,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a two-wheeler.,none,8
OFF001013,INC001012,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF001014,INC001013,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a bicycle.,none,8
OFF001015,INC001014,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a two-wheeler.,none,8
OFF001016,INC001015,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF001017,INC001016,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001018,INC001017,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001019,INC001018,Arson,Offense recorded under Arson.,none,40
OFF001020,INC001019,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF001021,INC001020,Arson,Offense recorded under Arson.,none,40
OFF001022,INC001021,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF001023,INC001022,Burglary,Accused gained entry through the compound wall and removed jewellery from the premises while occupants were at work.,none,15
OFF001024,INC001023,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a on foot.,none,8
OFF001025,INC001024,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001026,INC001025,Arson,Offense recorded under Arson.,none,40
OFF001027,INC001026,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001028,INC001027,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a on foot.,none,8
OFF001029,INC001028,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a bicycle.,none,8
OFF001030,INC001029,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a road-rage incident, causing injury with a blunt object.",none,35
OFF001031,INC001030,Riots,Offense recorded under Riots.,none,20
OFF001032,INC001031,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001033,INC001032,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a property boundary, causing injury with a knife.",none,35
OFF001034,INC001033,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001035,INC001034,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001036,INC001035,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF001037,INC001036,Riots,Offense recorded under Riots.,none,20
OFF001038,INC001037,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a bicycle.,none,8
OFF001039,INC001038,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a on foot.,none,8
OFF001040,INC001039,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a bicycle.,none,8
OFF001041,INC001040,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001042,INC001041,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a on foot.,none,8
OFF001043,INC001042,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
